Film Name,Year,Duration,Ratings,Number of Rators,Summary,Votes
154. Chennai Express,2013,2h 21mNot Rated,6.1, (62K),A man travelling to Rameswaram via Chennai express for his late grandfather's ashes immersion finds himself in trouble after helping a don's daughter and her cousins board the train.,"61,568"
155. The Second Best Exotic Marigold Hotel,2015,2h 2mPG,6.5, (35K),"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel.","35,429"
156. Mrs Undercover,2023,1h 47m,5.7, (9.6K),"A simple Indian housewife who is in fact a special undercover agent is called back on the job after 10 years of being undercover to take down a terrifying, psycho killer while maintaining her parallel life of a housewife.","9,604"
157. Monsoon Wedding,2001,1h 54mR,7.3, (26K),"A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.","26,469"
158. UT69,2023,1h 57m,8.5, (1.5K),Based on harrowing experience in the Arthur Road jail,"1,487"
159. Fan,2016,2h 22mNot Rated,6.9, (49K),Gaurav's world revolves around the superstar Aryan Khanna. What happens when his passion turns into a dangerous obsession that crosses the fine line?,"48,665"
160. Yodha,2024,,N/a,,An Aeroplane hijack where a soldier helps the passenger and fight against the terrorist. But the damage to the flight engine made it very tough to survive the situation.,N/a
161. Padmaavat,2018,2h 43mNot Rated,7.1, (36K),"Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.","35,846"
162. Tadap,2021,2h 6m,5.1, (4.7K),Unforeseen circumstances threaten the passionate relationship between star-crossed lovers.,"4,730"
163. Selfiee,2023,2h 28m,5.7, (13K),"Bollywood superstar Vijay Kumar needs to obtain a new driving license from RTO officer Om Prakash Agarwal, a diehard fan of Vijay. A misunderstanding escalates into a feud which is played out in front of the entire country.","12,996"
164. Aankh Micholi,2023,2h 24m,8.9, (1.1K),A family of misfits is trying to hide some secrets from the NRI suitor and his family as they want their daughter to get married to a well-to-do NRI guy. Then a series of comical twists and turns.,"1,133"
165. Piku,2015,2h 3mNot Rated,7.6, (33K),"A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.","33,373"
166. Haider,2014,2h 40mNot Rated,8.0, (57K),"A young man returns to Kashmir after his father's disappearance to confront his uncle, whom he suspects of playing a role in his father's fate.","57,055"
167. Shehzada,2023,2h 22m,4.5, (31K),"Bantu is hated by his father Valmiki since he was a toddler. Samara, his boss, shows him affection and love until he discovers that the Jindals are his parents. Bantu decides to seek Jindals love and protect them from threats they facing.","30,720"
168. Govinda Naam Mera,2022,2h 11m,6.5, (10K),"The very charming Govinda Waghmare juggles his time and love between his wife Mrs. Waghmare and his girlfriend in this dose of chaos, confusion, and laughter.","10,087"
169. Rang De Basanti,2006,2h 47mNot Rated,8.1, (122K),"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom.","121,572"
170. Jab We Met,2007,2h 18mNot Rated,7.9, (57K),A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,"57,257"
171. An Action Hero,2022,2h 10m,7.0, (31K),"Youth Icon. Superstar. Action Hero. At the age of just 30, Maanav was at the peak of his career when he got caught up in an accident while filming in Haryana. Maanav, who was once a household name, is now living in hiding.","31,414"
172. Rocketry: The Nambi Effect,2022,2h 37mNot Rated,8.7, (56K),"Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him.","56,359"
173. Dhoom 3,2013,2h 52mNot Rated,5.4, (48K),"Jai and Ali return to catch the clown thief, Sahir, who has the City of Chicago captive. Watch an unconventional battle of revenge that will thrill you.","48,442"
174. Raat Akeli Hai,2020,2h 29mTV-MA,7.2, (19K),The film follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim's secretive family and his own conflicted heart.,"19,350"
175. Dil Bechara,2020,1h 41mNot Rated,8.3, (134K),"The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.","133,941"
176. Marigold,2007,1h 50mPG-13,4.8, (2.1K),Ali Larter plays an American actress who becomes immersed in the Bollywood film world.,"2,055"
177. Singham Again,2024,,N/a,,Plot under wraps.,N/a
178. Raees,2017,2h 23mNot Rated,6.6, (50K),A bootlegger sets out to improve his community as a promising leader but falls in a political trap.,"49,630"
179. Neeyat,2023,2h 14m,5.3, (4.3K),"When a mysterious murder takes place at exiled billionaire Ashish Kapoor's birthday getaway, detective Mira Rao must use all her skill to unravel devious motives as the suspects are Kapoor's close family and friends.","4,272"
180. Happy New Year,2014,3hNot Rated,4.9, (40K),A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.,"39,965"
181. Mohabbatein,2000,3h 36mNot Rated,7.0, (32K),"A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.","32,460"
182. Don 3: The Final Chapter,2025,,N/a,,Plot under wraps.,N/a
183. Shiddat,2021,2h 26m,7.6, (24K),"A passionate love story involving two couples which highlights the contrast between a regular, mature yet egoistic husband and a unique, happy go lucky, enamored, overzealous boy chasing after the love of his life.","23,501"
184. Love Hostel,2022,1h 40m,5.9, (11K),"Set against the pulsating backdrop of rustic North India, Love Hostel traces the volatile journey of a spirited young couple, being hunted by a ruthless mercenary.","11,186"
185. Delhi Belly,2011,1h 43mNot Rated,7.5, (32K),Three struggling room-mates unknowingly become potential prey of a ruthless gangster.,"31,572"
186. Haseen Dillruba,2021,2h 15mTV-MA,6.9, (29K),"Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.","29,059"
187. Wake Up Sid,2009,2h 18mNot Rated,7.6, (33K),"The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.","33,211"
188. OMG: Oh My God!,2012,2h 5mNot Rated,8.1, (64K),A shopkeeper takes God to court when his shop is destroyed by an earthquake.,"64,013"
189. Badhaai Do,2022,2h 27m,7.0, (21K),Shardul Thakur Flaglot and Suman Singh enter into a marriage of convenience but chaos ensues when her unhinged girlfriend comes to stay with them.,"20,671"
190. Friday Night Plan,2023,1h 48mTV-14,6.5, (1.7K),"When their mother takes off on a business trip, two bickering brothers unite to secretly attend the hottest party of the year before she returns.","1,676"
191. Bulbbul,2020,1h 34mTV-MA,6.5, (14K),"A man returns home after years to find his brother's child bride now grown up and abandoned, and his ancestral village plagued by mysterious deaths.","13,609"
192. Kathal: A Jackfruit Mystery,2023,1h 55mTV-MA,6.6, (7.6K),A local politician whose prized jackfruits go missing and a young police officer who is adamant to solve this bizarre case to prove herself.,"7,617"
193. Radhe Shyam,2022,2h 18m,5.3, (31K),"In 1976, Vikramaditya, a palmist and disciple of Paramahamsa, predicts to Indian Prime Minsiter Indira Gandhi that soon she will declare emergency in the country. The prediction comes true and he becomes famous but has to leave the country for the same. Two years later Vikramaditya is a renowned palmist in Italy and loves to travel all over. He returns to his house after a long time to be with his mother and friend Vedant. Vikramaditya does not believe in love and and has short relationships with females. During a train journey he meets Prerna and falls for her. Once Vikramaditya predicts future to a businessman Mahendra Rajput, for which he is not ready. His men chase him on road where he meets with accident and lands in the hospital where Prerna works as a doctor. Vikramaditya and Prerna fall in love but her uncle asks her to stay away from him. Once while traveling in a train Vikramaditya finds that all passengers in it have short life and the train will meet in an accident. He tries to save them but in vain. Prerna starts to believe in his predictions and asks him to check her palm and collapses in his arms. Her uncle tells Adithya that Prerna is suffering from rare tumor and has few months to live. But Vikramaditya tells that he has seen Prerna's palm and that she has long life ahead and that his prediction have never gone wrong.","30,806"
194. Jug Jugg Jeeyo,2022,2h 28m,6.1, (39K),Two couples from different generations confront their issues after marriage.,"38,678"
195. Main Hoon Na,2004,3h 2mNot Rated,7.0, (39K),"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.","39,251"
196. Ae Dil Hai Mushkil,2016,2h 38mNot Rated,5.8, (25K),"This story explores love - the shapes it takes, the ways it changes us and the exhilarating and often terrifying ride it takes us on. It is the journey of two characters, Alizeh and Ayan, as they navigate life, love and heartbreak.","25,276"
197. Sultan,2016,2h 50mNot Rated,7.0, (51K),"Sultan is a classic underdog tale about a wrestler's journey, looking for a comeback by defeating all odds.","50,692"
198. Malang,2020,2h 15mNot Rated,6.5, (12K),"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.","11,658"
199. Total Dhamaal,2019,2h 10mNot Rated,4.2, (7.6K),A group of people learn about a hidden treasure and then they race to find it and claim it.,"7,608"
200. Bang Bang,2014,2h 33mNot Rated,5.6, (26K),"A young bank receptionist gets mixed up with Rajveer Nanda, a man who has a mysterious background.","25,568"
201. The Kashmir Files,2022,2h 50mNot Rated,8.6, (572K),"A heart-wrenching tale that captures the pain, suffering, and struggle of the Kashmiri Pandit community in 1990 and leads Krishna, a young college student, to set out on a quest to uncover the truth.","572,171"
202. The Other Side of the Door,2016,1h 36mR,5.3, (19K),"After her young son is killed in a tragic accident, a woman learns of a ritual which will bring him back to say goodbye, but when she disobeys a sacred warning, she upsets the balance between life and death.","19,031"
